name,name_ta,type,subtype,ward_no,lon,lat
['MG Ramachandran Road'],,road,['residential'],181.0,80.2681697,12.993674
['MGR 2nd Cross Street'],,road,['residential'],168.0,80.1925208,12.9760287
['MGR Nagar 5th Main Road' 'Andal Nagar Extension 2nd Street'],,road,['residential'],177.0,80.2132697,12.9801645
['MGR Nagara Main Road'],,road,['residential'],,80.2494782,12.9805576
['MGR Street'],,road,['residential'],180.0,80.2381743,12.9833652
['MGR Street'],,road,['living_street'],181.0,80.2616094,12.9917472
['Ma. Po. C. Street'],,road,['residential'],180.0,80.2381743,12.9833652
['Macmillon Colony 1st Street'],,road,['residential'],168.0,80.1901172,12.9803543
['Macmillon Colony 2nd Street'],,road,['residential'],168.0,80.1900515,12.9798511
['Macmillon Colony 3rd Street'],,road,['residential'],168.0,80.1904376,12.9797108
['Macmillon Colony 4th Street'],,road,['residential'],168.0,80.1899955,12.9794365
['Macmillon Colony Main Road'],,road,['residential'],168.0,80.1901172,12.9803543
['Madavmani Avenue'],,road,['residential'],178.0,80.2212104,12.9770381
['Madavmani Avenue'],,road,['residential'],179.0,80.2218668,12.9770335
['Madhavan Street'],,road,['residential'],174.0,80.2158144,12.9929041
['Madhya Kailash flyover'],,road,['primary'],172.0,80.2473472,13.0060325
['Madipakkam Main Road'],,road,['residential'],,80.1947011,12.9672861
['Madurai Veeran Koil Street'],,road,['residential'],174.0,80.2113442,12.9991758
['Maduvankarai Bridge'],,road,['tertiary'],174.0,80.2094977,13.0035656
['Mahalakshmi Nagar 8th Cross Street'],,road,['residential'],177.0,80.2064929,12.9832378
['Mahalakshmi Street'],,road,['residential'],169.0,80.1946475,12.9703138
['Mahalaxmi Street'],,road,['residential'],179.0,80.2309127,12.9866287
['Mahalxmi Avenue'],,road,['residential'],181.0,80.2625191,12.9942816
['Mahathma Gandhi Street'],,road,['residential'],179.0,80.2279348,12.9758988
['Mahatma Gandhi Road'],,road,['secondary'],175.0,80.2558089,12.9969275
['Mahatma Gandhi Road'],,road,['secondary'],181.0,80.2676853,12.9956708
['Mahatma Gandhi Road'],,road,['secondary'],176.0,80.2593081,12.9966031
['Main Road'],,road,['residential'],170.0,80.2011955,13.014492
['Main Road'],,road,['residential'],,80.2009785,13.0137868
['Main Road'],,road,['residential'],177.0,80.21784,12.9844609
['Main Road'],,road,['residential'],169.0,80.2026713,12.9674338
['Major Mukund Varadharajan Salai' 'Taramani Road'],,road,['primary'],178.0,80.2210595,12.9758737
['Major Mukund Varadharajan Salai'],,road,['primary'],178.0,80.2192589,12.9719744
['Major Mukund Varadharajan Salai'],,road,['primary'],179.0,80.2195658,12.9723002
['Malaviya Avenue 1st Street'],,road,['residential'],176.0,80.2577151,12.9967732
['Malaviya Avenue'],,road,['residential'],181.0,80.2592593,12.9956763
['Malligaipoo Kuppam Road'],,road,['residential'],175.0,80.2584314,13.0106522
['Mancholai 1st Main'],,road,['residential'],170.0,80.2043289,13.0260406
['Mancholai 1st Street'],,road,['residential'],170.0,80.2034792,13.0269013
['Mancholai 2nd Main'],,road,['residential'],170.0,80.2030199,13.0269757
['Mancholai 2nd Street'],,road,['residential'],170.0,80.2038234,13.0271853
['Mancholai 3rd Street'],,road,['residential'],170.0,80.2025191,13.0274384
['Mandapam Road'],,road,['residential'],175.0,80.2478134,13.010117
['Mandapam Street'],,road,['residential'],172.0,80.2431382,13.0168484
['Mani Megalai Street'],,road,['residential'],169.0,80.1973725,12.9683428
['Mani Street'],,road,['residential'],142.0,80.2128449,13.0220537
['Manimeghalai Street'],,road,['residential'],169.0,80.1952299,12.9686867
['Maraimalai Adigal Bridge' 'Anna Salai (Mount Road)'],,road,['primary'],142.0,80.2246851,13.0181113
['Maraimalai Adigal Bridge' 'Taluk Office Road' 'Anna Salai (Mount Road)'],,road,['primary'],171.0,80.2245501,13.0187755
['Marudupandi Street'],,road,['tertiary'],177.0,80.2151361,12.9889278
['Marundeeswar Nagar Main Road'],,road,['residential'],181.0,80.2579735,12.9950365
['Maruthapandian Street'],,road,['residential'],181.0,80.2663891,12.9899344
['Mathiazhagan Street'],,road,['residential'],168.0,80.1937262,12.977562
['Mathiazhagan Street'],,road,['residential'],177.0,80.2143012,12.9910514
['Mayor Ramanathan Road'],,road,['residential'],172.0,80.2443874,13.0026761
['Mettu Street'],,road,['residential'],182.0,80.2602524,12.9843608
['Mohanapuri 2nd Street'],,road,['residential'],177.0,80.2078561,12.9862222
['Mohanapuri 3rd Street'],,road,['residential'],177.0,80.2052195,12.9861882
['Mohanapuri 4th Street'],,road,['residential'],177.0,80.2078212,12.9854249
['Mohanapuri 5th Street'],,road,['residential'],177.0,80.2077348,12.984934
['Mosque Street'],,road,['secondary'],142.0,80.2194963,13.0214599
['Mosque Street'],,road,['secondary'],170.0,80.2194888,13.019452
['Mosque lane'],,road,['residential'],142.0,80.2177232,13.0210354
['Mount - Medavakkam Road'],,road,['primary'],168.0,80.1922118,12.9746954
['Mount - Medavakkam Road'],,road,['primary'],,80.1955182,12.981246
['Mount - Medavakkam Road'],,road,['primary'],169.0,80.1921479,12.9745312
['Mullai Road'],,road,['residential'],182.0,80.2639766,12.9749796
['Mullai Street'],,road,['residential'],169.0,80.2083805,12.9710501
['Munusamy Street'],,road,['residential'],142.0,80.2176492,13.0257625
['Murahari Street'],,road,['residential'],142.0,80.2128821,13.0225524
['MurphyDoss Street' 'MurphyDoss Street;Way to Gandhi Road / VGP avenue'],,road,['residential'],179.0,80.2296407,12.9829114
['MurphyDoss Street;Way to Gandhi Road / VGP avenue'],,road,['residential'],179.0,80.2296084,12.9828422
['Murugan Nagar Extension 1st Street' 'Chokkalingam Nagar Road'],,road,['residential'],178.0,80.2129371,12.9774623
['Murugan Nagar Extension 1st Street'],,road,['residential'],178.0,80.2130515,12.9751917
['Murugan Street'],,road,['residential'],169.0,80.1941564,12.9699878
['Murugappa Road'],,road,['residential'],172.0,80.2403067,13.0199751
['Murugappa Street'],,road,['tertiary'],168.0,80.1957908,12.9752132
['Murugappa Street'],,road,['tertiary'],169.0,80.203874,12.9766987
['Muthu Krishnan Street'],,road,['residential'],179.0,80.2255985,12.970615
['Muthu Mohamed Street'],,road,['residential'],169.0,80.193436,12.9713463
['Muthulakshmi Street'],,road,['residential'],181.0,80.2628006,12.9916896
['Muthumariamman Kovil Street'],,road,['residential'],180.0,80.2398565,12.9812828
['Muthurangam Road'],,road,['residential'],,80.2286202,13.0303505
['Muthurangam Road'],,road,['residential'],171.0,80.2285638,13.029133
['N 1st Street'],,road,['residential'],169.0,80.2132979,12.9674525
['N Home Line'],,road,['residential'],178.0,80.2190472,12.9768919
['Naga Reddy Thottam Garden Rd'],,road,['residential'],170.0,80.2090507,13.0198684
['Nagalingam Street'],,road,['residential' 'living_street'],170.0,80.218971,13.0175886
['Nagi Reddy thottam Garden Rd'],,road,['residential'],170.0,80.2154052,13.0160754
['Naidu Street'],,road,['residential'],172.0,80.2456278,13.0192418
['Nakeeran Road'],,road,['residential'],169.0,80.2128439,12.9663745
['Nandanam Link Road'],,road,['tertiary'],171.0,80.2377393,13.0300698
['Nanganallur 100ft Road'],,road,['residential'],,80.1904302,12.9758802
['Nanganallur 18th Street'],,road,['residential'],,80.1908508,12.9820622
['Nanganallur 18th Street'],,road,['residential'],168.0,80.1919233,12.9818677
['Nanganallur 19th Street'],,road,['residential'],168.0,80.1902238,12.9814482
['Nanganallur 6th Main Road'],,road,['tertiary'],168.0,80.190153,12.9806923
['Narayana Chetty Street'],,road,['living_street'],173.0,80.2656049,13.0241814
['Narayanasamy 2nd Street'],,road,['residential'],142.0,80.2131942,13.0209129
['Narayanasamy 4th Street'],,road,['residential'],170.0,80.2130994,13.020533
['Narayanswamy Street'],,road,['residential'],142.0,80.2146761,13.0210242
['Narmadha Street'],,road,['residential'],178.0,80.2161665,12.977495
['Natarajan Street'],,road,['residential'],142.0,80.2197526,13.0271777
['Natarajan Street'],,road,['residential'],179.0,80.2319339,12.986477
['Nattar Street'],,road,['residential'],178.0,80.2219798,12.9836808
['Nava Bharath Colony 1st Street'],,road,['residential'],181.0,80.2670656,12.9910102
['Navalar Street'],,road,['residential'],168.0,80.1913825,12.9781139
['Navaratna Gardens Main'],,road,['residential'],170.0,80.2006798,13.0225899
['Neduchezhian Road'],,road,['residential'],181.0,80.2654176,12.9950457
['Nedunchezhian Street'],,road,['residential'],174.0,80.2162792,12.9939607
['Nehru Nagar 1st Main Road'],,road,['residential'],174.0,80.2154051,12.9959116
['Nehru Nagar 1st Main Road'],,road,['residential'],177.0,80.2147579,12.9944135
['Nehru Nagar 2nd Main Road'],,road,['residential' 'living_street'],177.0,80.2143614,12.9946514
['Nehru Nagar 2nd Main Road'],,road,['residential'],174.0,80.2147678,12.9960646
['Nehru Nagar 4th Street'],,road,['residential'],174.0,80.2146307,12.9955422
['Nehru Nagar Lake View Street'],,road,['residential'],177.0,80.2143012,12.9910514
['Nehru Nagar NSK 1st Street'],,road,['residential'],177.0,80.2153512,12.9916206
['Nehru Nagar NSK 2nd Street'],,road,['living_street'],177.0,80.2149162,12.9915988
['Nehru Street'],,road,['residential'],168.0,80.1923504,12.9786878
['Nehru Street'],,road,['residential'],180.0,80.2365346,12.9826967
['Nehru Street'],,road,['residential'],170.0,80.2193898,13.0182773
['Netaji Nagar Main Road'],,road,['residential'],182.0,80.2579991,12.9772712
['Netaji Street' '11th Street'],,road,['residential'],177.0,80.2135775,12.9857581
['Netaji Street'],,road,['residential'],180.0,80.2432756,12.9948461
['Nethaji Colony 6th Cross Street'],,road,['residential'],177.0,80.210983,12.982113
['Nethaji Road'],,road,['tertiary'],177.0,80.2102819,12.9958586
['Nethaji Road'],,road,['tertiary'],174.0,80.2104953,12.9973492
['Nethaji Street'],,road,['residential'],180.0,80.2384718,12.9808738
['New Beach Road'],,road,['residential'],182.0,80.2654249,12.9757258
['New Boag Road'],,road,['secondary'],171.0,80.2291536,13.0303179
['New Boag Road'],,road,['secondary'],,80.2286202,13.0303505
['New Colony 1st Street'],,road,['residential'],179.0,80.2327975,12.9822479
['New Colony 2nd Main Road'],,road,['residential'],179.0,80.2321403,12.9821568
['New Colony 2nd Street'],,road,['residential'],179.0,80.2321986,12.9823846
['New Colony 3rd Main Road' 'Thiruvallur Street'],,road,['tertiary'],179.0,80.2331029,12.9829749
['New Colony 3rd Main Road'],,road,['tertiary'],179.0,80.2324572,12.9831041
['New Colony 3rd Street'],,road,['residential'],179.0,80.232474,12.9828386
['New Colony 4th Street'],,road,['residential'],179.0,80.232198,12.9825931
['New Colony 5th Street'],,road,['residential'],179.0,80.2319765,12.982977
['New Colony 8th Street'],,road,['residential'],,80.2033977,12.9854287
['New Colony Main Road'],,road,['tertiary'],179.0,80.2321403,12.9821568
['New Colony Main Road'],,road,['tertiary'],,80.2035104,12.9883377
['New Street'],,road,['residential'],172.0,80.2446728,13.0180862
['North Avenue' 'East Avenue'],,road,['residential'],173.0,80.2546237,13.0219953
['North Avenue' 'ஸ்ரீநகர் காலனி குறுக்கு தெரு'],,road,['residential'],171.0,80.2298202,13.0153867
['North Avenue'],,road,['residential'],171.0,80.228272,13.0157188
['North Mada Street'],,road,['residential'],181.0,80.2620046,12.9860383
['North Mada Street'],,road,['residential'],182.0,80.2602927,12.9862089
['North Mada Street'],,road,['residential'],171.0,80.2313303,13.0144028
['North Madhava Perumal Street'],,road,['residential'],168.0,80.193511,12.9742564
['North Road'],,road,['residential'],171.0,80.2276197,13.0283513
['North Street'],,road,['residential'],182.0,80.2580253,12.9772798
['Norton Road' 'TP Scheme Road'],,road,['residential' 'living_street'],173.0,80.2666014,13.0239564
['Norton Road'],,road,['residential'],173.0,80.2676996,13.0248852
['Norton Road'],,road,['residential'],,80.2679614,13.0256328
['OMR Service Road Flyover'],,road,['primary_link'],175.0,80.2487999,12.9988551
['Old Mahapalipuram Road' 'Rajiv Gandhi Salai'],,road,['primary'],,80.2527409,12.9804735
['Old Mahapalipuram Road'],,road,['primary'],180.0,80.2514435,12.9878116
['Old Mambalam Road'],,road,['residential'],,80.2216434,13.0274489
['Old Mambalam Road'],,road,['residential'],142.0,80.2218597,13.0250361
['Otten Street'],,road,['residential'],169.0,80.1962043,12.9697463
['Otthai Vaadai Street'],,road,['residential'],142.0,80.2199158,13.0244228
['PS Kumarasamy Raja Road'],,road,['tertiary'],173.0,80.257013,13.0189407
['PS Road'],,road,['residential'],175.0,80.2580172,13.0098828
['Padmanabha Nagar 5th Street'],,road,['residential'],176.0,80.2606358,13.006789
['Padmavathi Street'],,road,['residential'],169.0,80.2116463,12.9663481
['Palayakaran Street'],,road,['residential'],170.0,80.2065764,13.0236739
['Palayakkaran Street'],,road,['residential'],170.0,80.2063,13.0253868
['Pallipattu Main Road'],,road,['residential'],172.0,80.2436852,13.001602
['Pandian Street'],,road,['residential'],174.0,80.2184966,12.9902449
['Pandian Street'],,road,['residential'],182.0,80.2546828,12.9767354
['Pandidurai Street'],,road,['residential'],174.0,80.2178563,12.9879267
['Pandiyan Street'],,road,['residential'],180.0,80.2354871,12.9821905
['Parameshwar Street'],,road,['residential'],179.0,80.228801,12.9846253
['Parameswari Nagar 1st Street' '1st Street'],,road,['residential'],176.0,80.2575349,13.0032399
['Parameswari Nagar 1st Street'],,road,['residential'],176.0,80.2594356,13.0031936
['Parameswari Nagar 2nd Street'],,road,['residential'],176.0,80.2598637,13.0025833
['ParasuRaman Street'],,road,['residential'],179.0,80.2287583,12.9865512
['Pari Nagar 6th Street' '1st Street'],,road,['residential'],142.0,80.2136646,13.0212766
['Pari Nagar 6th Street'],,road,['residential'],142.0,80.2136899,13.0214306
['Pari Street'],,road,['residential'],181.0,80.2686458,12.9921884
['Park Avenue 1st Cross Street' 'Park Avenue 2nd Street'],,road,['residential'],179.0,80.2311767,12.9776138
['Park Avenue 1st Street'],,road,['residential'],179.0,80.2303901,12.9780931
['Park Avenue 3rd Cross Street' 'Park Avenue 2nd Cross Street'],,road,['residential'],179.0,80.2321349,12.9777264
['Park Avenue 3rd Street'],,road,['residential'],179.0,80.2324992,12.977228
['Park Avenue'],,road,['residential'],173.0,80.2548287,13.0217133
['Park View Street'],,road,['residential'],173.0,80.259261,13.0222409
['Parthasarathi Nagar 1st Street'],,road,['residential'],174.0,80.2121304,12.9986621
['Parthasarathy Koil Street'],,road,['residential'],170.0,80.2077809,13.0216051
['Parthasarathy Kovil 1st Street'],,road,['residential'],170.0,80.207205,13.0219483
['Parthasarathy Kovil 2nd Street'],,road,['residential'],170.0,80.2070154,13.0221873
['Parthiban Street'],,road,['residential'],168.0,80.2002176,12.9787847
['Parthiban Street'],,road,['residential'],,80.2019594,12.9785934
['Parvathi Street'],,road,['residential'],181.0,80.2657083,12.9896621
['Pasumpon Muthuramalingar Thevar Salai (Chamiers Road)'],,road,['primary_link'],,80.2397808,13.0308999
['Pasupathy Lane'],,road,['residential'],179.0,80.2235811,12.9860477
['Pattukottai Alagiri Street'],,road,['residential'],180.0,80.2421597,12.9800023
['Peeliamman Koil Street'],,road,['tertiary'],180.0,80.2397198,12.9825456
['Peeliamman Kovil 2nd Street'],,road,['residential'],172.0,80.2452868,13.0119616
['Peliyamman Kovli Street'],,road,['residential'],180.0,80.239598,12.9800612
['Periyar Street'],,road,['residential'],174.0,80.2174459,12.9938543
['Periyar Street'],,road,['residential'],168.0,80.1935377,12.9818895
['Periyar Street'],,road,['residential'],180.0,80.2412683,12.9867698
['Peruaml Kovil 1st Street'],,road,['residential'],172.0,80.245938,13.0139964
['Perumal Koil Garden'],,road,['residential'],173.0,80.262388,13.0242804
['Perumal Koil Lane'],,road,['residential'],172.0,80.2474642,13.014359
['Perumal Koil Street'],,road,['residential'],142.0,80.2179311,13.0225974
['Perumal Koil Street'],,road,['residential'],172.0,80.2459261,13.0143197
['Perumal Koil Street'],,road,['residential'],180.0,80.2390156,12.9829968
['Perumal Nagar 1st Street'],,road,['residential'],169.0,80.1903914,12.9734661
['Perumal Nagar 2nd Street'],,road,['residential'],169.0,80.1910678,12.9744886
['Perumal Nagar 3rd Street'],,road,['residential'],168.0,80.1918056,12.9746292
['Perumal Nagar 3rd Street'],,road,['residential'],169.0,80.1915421,12.9739177
['Perungudi MRTS Railway Station Road'],,road,['residential'],179.0,80.2316611,12.9760923
['Perungudi Station Road'],,road,['tertiary'],179.0,80.2327846,12.9772124
['Perungudi station road'],,road,['tertiary'],179.0,80.2311357,12.9755596
['Pillaiyar Koil 1st Street' 'Pillaiyar Koil 2nd Street'],,road,['residential'],170.0,80.2047614,13.0201551
['Pillaiyar Koil 1st Street'],,road,['residential'],170.0,80.2058461,13.0199985
['Pillaiyar Koil Lane'],,road,['residential'],178.0,80.2186299,12.9825879
['Pillaiyar Koil Street'],,road,['residential'],142.0,80.2251803,13.0252717
['Pillaiyar Koil Street'],,road,['residential'],171.0,80.2251976,13.0258654
['Pillaiyar Koil Street'],,road,['residential'],178.0,80.2186299,12.9825879
['Pillaiyar Koil Street'],,road,['residential'],174.0,80.2423543,12.9956567
['Pillaiyar Koil Street'],,road,['residential'],179.0,80.2280324,12.9751048
['Pillaiyar Koil Street'],,road,['tertiary'],180.0,80.2393591,12.9843873
['Pillaiyar Koil Street'],,road,['residential'],172.0,80.2431746,12.9965296
['Pillam Mosque 1st Street'],,road,['residential'],142.0,80.218308,13.0206053
['Pillayar koil street' 'Nethaji Road'],,road,['tertiary'],174.0,80.210686,12.9983482
['Pillayar koil street'],,road,['tertiary'],174.0,80.2115364,13.0025415
['Pilliyar Koil Lane'],,road,['living_street'],181.0,80.2604793,12.9872485
['Pilliyar Koil Sreet'],,road,['residential'],,80.253318,12.9808727
['Pilliyar Koil Street'],,road,['residential'],181.0,80.2613441,12.9892024
['Pilliyar Koil Street'],,road,['residential'],182.0,80.2580932,12.9784059
['Police Lane'],,road,['living_street'],142.0,80.2216889,13.0204425
['Pondicherry Road' 'Lock Street'],,road,['residential'],172.0,80.2476793,13.0187064
['Pondicherry Road'],,road,['residential'],172.0,80.246425,13.0157395
['Ponnappan Street'],,road,['residential'],168.0,80.1960765,12.9759685
['Ponni Amman Koil Street'],,road,['residential'],171.0,80.2325647,13.0134068
['Ponni amman koil street'],,road,['residential'],176.0,80.2641915,13.0086542
['Ponniamman Koil Road'],,road,['tertiary'],171.0,80.2410929,13.0181555
['Ponniamman Koil Road'],,road,['tertiary'],172.0,80.2418907,13.0177277
['Ponniamman Koil Street'],,road,['tertiary'],169.0,80.196145,12.9670161
['Ponniamman Koil Street'],,road,['tertiary'],168.0,80.1972991,12.9794004
['Ponniamman Koil Street'],,road,['tertiary'],,80.1974135,12.9801917
['Ponnurangan Street'],,road,['residential'],169.0,80.1963072,12.9713737
['Poomagal Main Road'],,road,['residential'],170.0,80.2035152,13.0180218
['Poonamalle Road'],,road,['tertiary'],,80.1986795,13.0193122
['Poonamalle Road'],,road,['tertiary'],170.0,80.2022368,13.0202136
['Porchezhiyan Street'],,road,['residential'],168.0,80.1920186,12.9795567
['Potter Street'],,road,['residential'],142.0,80.2273529,13.0247906
['Pradhap Chandran Street'],,road,['residential'],174.0,80.2169859,12.9890702
['Prasad Lane'],,road,['residential'],179.0,80.2283812,12.9817048
['Putheri Karai Street'],,road,['residential'],179.0,80.2251133,12.9854124
['Puzhuthivakkam Road'],,road,['tertiary'],169.0,80.195986,12.9723883
['RA Puram 1st Cross Street'],,road,['residential'],,80.2546269,13.0240662
['RA Puram 2nd Cross Street'],,road,['residential'],,80.256796,13.0245684
['RK Mutt Road'],,road,['secondary'],173.0,80.2626659,13.0202745
['Race Course Interior Road'],,road,['tertiary'],174.0,80.2155989,13.009279
['Race Course Road' 'Racecourse Road'],,road,['secondary'],174.0,80.2122514,13.0044672
['Racecourse Road'],,road,['secondary'],174.0,80.2160747,13.0102518
['Racecourse Road'],,road,['secondary'],170.0,80.2154906,13.0101764
['RadhaKrishnan Street'],,road,['residential'],180.0,80.2363065,12.9826071
['Radhakrishnan Nagar Main Road'],,road,['residential'],181.0,80.2581677,12.9907288
['Radhakrishnan Street'],,road,['residential'],174.0,80.218732,12.99072
['Radhamohan Street'],,road,['residential'],174.0,80.217598,12.989968
['Radhar Nagar Extension 2nd Street'],,road,['residential'],177.0,80.2140966,12.9849115
['Raghavendra Street'],,road,['residential'],177.0,80.2123318,12.983173
['Raja Raja Cholan Street'],,road,['residential'],181.0,80.2656493,12.9897471
['Raja Street'],,road,['residential'],173.0,80.2644602,13.022357
['Raja Street'],,road,['residential'],179.0,80.2280823,12.9825986
['Raja Thottam 2nd Street'],,road,['residential'],,80.2612869,12.9737699
['Raja Thottam1st Street'],,road,['residential'],182.0,80.2606687,12.9742668
['RajaLaxmi Nagar 10 Street'],,road,['residential'],178.0,80.2185564,12.9853888
['RajaLaxmi Nagar 10th Street'],,road,['residential'],178.0,80.2190836,12.9850341
['RajaLaxmi Nagar 1st main Road' 'JagannathaPuram 1st Main road'],,road,['residential'],178.0,80.2207357,12.9857678
['RajaLaxmi Nagar 1st main Road'],,road,['residential'],178.0,80.2204377,12.9858568
['RajaLaxmi Nagar 1st main Road'],,road,['residential'],177.0,80.218147,12.9864574
['RajaLaxmi Nagar 2nd main Road' 'JagannathaPuram 2nd Main road'],,road,['residential'],178.0,80.220674,12.985002
['RajaLaxmi Nagar 2nd main Road'],,road,['residential'],178.0,80.2194567,12.9850434
['RajaLaxmi Nagar 2nd main Road'],,road,['residential'],177.0,80.2179249,12.984981
['RajaLaxmi Nagar 3rd Main Road' 'JagannathaPuram 3rd Main Road'],,road,['tertiary'],178.0,80.220623,12.984393
['RajaLaxmi Nagar 3rd Main Road'],,road,['tertiary'],178.0,80.2199068,12.9844386
['RajaLaxmi Nagar 3rd Main Road'],,road,['tertiary'],177.0,80.217938,12.9842224
['RajaLaxmi Nagar 5th cross Street'],,road,['residential'],178.0,80.2198983,12.9850431
['RajaLaxmi Nagar 6th Cross Street'],,road,['residential'],178.0,80.2194567,12.9850434
['Rajagopal Street'],,road,['residential'],142.0,80.2161389,13.0212819
['Rajagopalan Road'],,road,['residential'],181.0,80.2650051,12.9843379
['Rajagopalan Road'],,road,['residential'],182.0,80.2647503,12.9831429
['Rajaji Nagar Main Road'],,road,['residential'],182.0,80.2586251,12.9788625
['Rajaji Street'],,road,['residential'],180.0,80.2413832,12.9827201
['Rajalakshmi Nagar 7th Cross Street'],,road,['residential'],178.0,80.2185585,12.9857586
['Rajarajan Street'],,road,['residential'],170.0,80.2003984,13.0230218
['Rajarathinam Street'],,road,['residential'],168.0,80.1960969,12.9765678
['Rajiv Gandhi IT Expressway'],,road,['primary'],180.0,80.2513358,12.9877944
['Rajiv Gandhi IT Expressway'],,road,['primary'],,80.2526097,12.9798977
['Rajiv Gandhi IT Expressway'],,road,['primary'],172.0,80.2465829,13.0064414
['Rajiv Gandhi IT Expressway'],,road,['primary'],175.0,80.2481599,13.000907
['Rajiv Gandhi Salai'],,road,['primary'],172.0,80.2474001,13.0067114
['Rajiv Gandhi Salai'],,road,['primary'],,80.2525381,12.9795568
['Raju Street'],,road,['living_street'],181.0,80.2606957,12.9935028
['Ram Nagar Main Road'],,road,['residential'],178.0,80.2164666,12.9742305
['RamNagar 1st street (north.extn)'],,road,['residential'],169.0,80.2090356,12.9665268
['Ramakrishnapuram 3rd Street'],,road,['residential'],,80.2048546,12.9889661
['Ramakrishnapuram 3rd Street'],,road,['residential'],177.0,80.2059355,12.9889256
['Ramapuram Ramasamy Street'],,road,['residential'],142.0,80.2176674,13.0208458
['Ramasamy Avenue'],,road,['residential'],176.0,80.262763,12.9971455
['Ramasamy Garden Street'],,road,['residential'],176.0,80.2611415,13.0093924
['Ramasamy Street'],,road,['residential'],142.0,80.2173041,13.0254227
['Ramasamy Street'],,road,['residential'],169.0,80.2113022,12.9699777
['Ramasamy Street'],,road,['residential'],180.0,80.239484,12.9812607
['Ranganathan Street'],,road,['residential'],177.0,80.2103403,12.9963652
['Ranganathan Street'],,road,['residential'],174.0,80.2121411,12.9959755
['Rangarajapuram 1st Street'],,road,['residential'],171.0,80.2324761,13.012399
['Rangarajapuram 4th Street'],,road,['residential'],171.0,80.2311805,13.013691
['Rani Anna Durai Street'],,road,['residential'],,80.2648918,13.0256434
['Rani Street'],,road,['residential'],179.0,80.2293438,12.9816213
['Raniyammal Street'],,road,['residential'],180.0,80.2401484,12.9812803
['Ranjith Road'],,road,['residential'],172.0,80.2398947,13.0186711
['Ranjith Road'],,road,['residential'],171.0,80.2383281,13.0183061
['Rathnam Nagar'],,road,['residential'],182.0,80.259412,12.9834915
['Ravi Street'],,road,['residential'],179.0,80.2270405,12.9822604
['Reddy 1st Street'],,road,['residential'],170.0,80.2085198,13.017193
['Reddy 2nd Street'],,road,['tertiary'],170.0,80.2056407,13.0176611
['Reddy 3rd Street'],,road,['residential'],170.0,80.2069492,13.017749
['Reddy Kuppam Road'],,road,['secondary'],,80.2240221,13.0284845
['Reddy Kuppam Street'],,road,['tertiary'],,80.2240127,13.0281886
['Rengabashyam Street'],,road,['residential'],142.0,80.2172322,13.0243089
['River View Road' '4th Main Road Ext'],,road,['residential'],172.0,80.2456032,13.0229972
['Road in Baby Nagar'],,road,['residential'],179.0,80.228306,12.9801266
['Robertson Lane'],,road,['living_street'],173.0,80.2669702,13.024513
['Rohini Gardens'],,road,['residential'],173.0,80.2694138,13.0228645
['Rukmani Road'],,road,['residential'],181.0,80.2676149,12.9942665
['SIDCO Industrial Estate South Phase Road'],,road,['secondary'],170.0,80.2015501,13.0144826
['Sachidanantha Nagar Main Road'],,road,['residential'],179.0,80.2303171,12.9792234
['Sai Nagar Colony'],,road,['residential'],173.0,80.2679893,13.0230445
['SaiPutra Road'],,road,['residential'],178.0,80.2196338,12.9762939
['Sairam Street - South'],,road,['residential'],168.0,80.1969892,12.9754597
['Sannadi Street'],,road,['residential'],182.0,80.2613616,12.9846298
['Santhome High Road'],,road,['primary'],173.0,80.2696273,13.0206535
['Saraswathi Street'],,road,['residential'],180.0,80.2345638,12.9804439
['Sarathy Nagar 1st Main Road'],,road,['residential'],179.0,80.2219517,12.9757501
['Sarathy Nagar 1st street'],,road,['residential'],179.0,80.2218331,12.9756672
['Sarathy Nagar 2nd street'],,road,['residential'],179.0,80.2223191,12.975721
['Sarathy Nagar 3rd street'],,road,['residential'],179.0,80.221937,12.975391
['Sarathy Nagar 4th street'],,road,['residential'],179.0,80.2217595,12.9751808
['Sarathy Nagar 5th street'],,road,['residential'],179.0,80.2234069,12.9747411
['Sarathy Nagar 6th street' 'Sarathy Nagar 1st Main Road'],,road,['residential'],179.0,80.2218849,12.9747717
['Sardar Patel Road'],,road,['primary'],171.0,80.2334763,13.0082459
['Sardar Patel Road'],,road,['primary'],175.0,80.2480767,13.0067649
['Sardar Patel Road'],,road,['primary'],172.0,80.2476214,13.0067745
['Sardar Patel Road'],,road,['primary'],176.0,80.2591798,13.008321
['Sardar Patel Road'],,road,['primary'],174.0,80.2403023,13.0067658
['Sasi Nagar Road'],,road,['residential'],177.0,80.2169725,12.986437
['Sasthri 2nd Street'],,road,['residential'],171.0,80.2268583,13.0272801
['Sastri Road'],,road,['residential'],179.0,80.2281127,12.974331
['Sathanipet 2nd Street'],,road,['residential'],174.0,80.2119246,12.9988996
['Sathya Nagar 2nd Street'],,road,['residential'],170.0,80.2010668,13.0161917
['Sathyanarayanan Street'],,road,['residential'],168.0,80.1956702,12.9760548
['Satyadev Avenue' 'Janaki Avenue'],,road,['tertiary' 'residential'],173.0,80.2725932,13.0190033
['Satyadev Avenue'],,road,['residential'],173.0,80.272268,13.018223
['School Road'],,road,['residential'],173.0,80.2623291,13.0228884
['School View Road'],,road,['residential'],173.0,80.2621317,13.0223488
['Seethapathy Nagar 2rd Cross Street' 'Prabhu Lane'],,road,['residential'],179.0,80.2288933,12.9809951
